Company,Contact Name,Contact Email,Contact Phone,Street Address,City,State,Zip / Postal,Country,Slips,Stage,Source,Segment,Tags,Notes,Next Step,Due Date,Deal Amount,Probability %,Hardware $,Software $,Services $,Value Driver,Est. Pedestals,Est. Slips Impacted,Est. Close Date,Competitors,Created At,Industry,Relationship Type,Conversion Target,Research Status,Added By Enrichment,Power Service Found,30A Shore Power,50A+ Shore Power,Fuel Dock,Pumpout,Transient Moorage,Marina Size / Moorage Notes,Primary Source URL,Additional Source URLs,Research Notes,QA Confidence,Last Researched,Address Source URL,Address Research Status,Address Confidence
Ocean Falls Municipal Dock,Marina Contact,,,,Central Coast Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Otter Bay Marina,Marina Contact,,,,Port Washington,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Pacific Boulevard Marina,Marina Contact,,,,Vancouver,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Pacific Playgrounds Oceanside Resort,Marina Contact,,,,Comox Valley Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Page's Inn marina,Marina Contact,,,,Regional District of Nanaimo,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Page's Resort & Marina,Marina Contact,,,,Regional District of Nanaimo,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Painted Boat Resort Spa & Marina,Marina Contact,,,12849 Lagoon Rd,Sunshine Coast Regional District,British Columbia,V0N 2H0,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,https://paintedboat.com/,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,https://paintedboat.com/,Populated from Painted Boat Resort public address,medium
Pedder Bay RV Resort & Marina,Marina Contact,,,925 Pedder Bay Dr,Capital Regional District,British Columbia,V9C 4H1,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,https://www.pedderbay.com/,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,https://www.pedderbay.com/,Populated from Pedder Bay public address,high
Pelican Bay Marina,Marina Contact,,,,Metro Vancouver Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Pender Harbour Hotel & Grasshopper Pub,Marina Contact,,,,Sunshine Coast Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Pender Harbour Resort & Marina,Marina Contact,,,,Sunshine Coast Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Pier 66 Marina,Marina Contact,,,1745 Cowichan Bay Rd,Cowichan Valley Regional District,British Columbia,V0R 1N0,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,https://www.predictwind.com/marinas/canada/british-columbia,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,https://www.predictwind.com/marinas/canada/british-columbia,Populated from PredictWind BC marina directory,high
Pitt Meadows Marina,Marina Contact,,,,Coquitlam,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Poett Nook Marina and Campground,Marina Contact,,,,Regional District of Alberni-Clayoquot,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Porpoise Harbour Marina Complex - PEHA,Marina Contact,,,,Skeena-Queen Charlotte Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Port Alice \| Northern Vancouver Island,Marina Contact,,,,Regional District of Mount Waddington,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Port Alice Municipal Marina-Rumble Beach Marina,Marina Contact,,,,Regional District of Mount Waddington,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Port Browning Marina Resort,Marina Contact,,,4605 Oak Rd,Capital Regional District,British Columbia,V0N 2M1,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,https://portbrowning.ca/,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,https://portbrowning.ca/,Populated from Port Browning Marina public address,medium
Port Edward Harbour Authority,Marina Contact,,,,Skeena-Queen Charlotte Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Port Hardy Harbour Authority,Marina Contact,,,,Regional District of Mount Waddington,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - enriched from web,No,15A / 30A / 50A on select floats,Yes,Yes / select floats,,,Yes,15/30 amp listed; seine floats include 30/50 amp.,https://www.predictwind.com/marinas/canada/british-columbia,,,medium,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Port Hardy-Seine Floats,Marina Contact,,,,Regional District of Mount Waddington,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Port of Nanaimo,Marina Contact,,,,Regional District of Nanaimo,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Port Renfrew Marina & RV Park,Marina Contact,,,7505 Gordon River Rd,Capital Regional District,British Columbia,V0S 1K0,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,https://portrenfrewmarina.com/,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,https://portrenfrewmarina.com/,Populated from Port Renfrew Marina public address,medium
Port Sidney Marina,Marina Contact,,,9835 Seaport Pl,Capital Regional District,British Columbia,V8L 4X3,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,https://portsidney.com/,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,https://portsidney.com/,Populated from Port Sidney Marina public address,high
Portside Marina,Marina Contact,,,,Brentwood Bay,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Powell River Westview Harbour,Marina Contact,,,,Powell River Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Quarterdeck & Marina Resort,Marina Contact,,,,Regional District of Mount Waddington,British Columbia,,CA,52,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - enriched from web,No,15A / 30A / 50A,Yes,Yes,,,Yes,52 slips; 15/30/50 amp; max 150 ft.,https://www.predictwind.com/marinas/canada/british-columbia,,,medium,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Quathiaski Cove harbour,Marina Contact,,,,Strathcona Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Quayside Marina,Marina Contact,,,,Metro Vancouver Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - enriched from web,No,30A / 50A / 100A,Yes,Yes,,,Yes,30/50/100 amp and max length 120 ft listed.,https://www.predictwind.com/marinas/canada/british-columbia,https://quaysidemarina.com/,,medium,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Refuge Cove Marina,Marina Contact,,,,Strathcona Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Richmond Marina,Marina Contact,,,8191 River Rd,Richmond,British Columbia,V6X 1X8,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,https://richmondmarina.ca/,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,https://richmondmarina.ca/,Populated from Richmond Marina public address,medium
River House Marina Ltd,Marina Contact,,,,Metro Vancouver Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
River Rock Marina,Marina Contact,,,8811 River Rd,Richmond,British Columbia,V6X 3P8,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,https://www.riverrock.com/,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,https://www.riverrock.com/,Populated from River Rock public address,medium
Royal City Marina,Marina Contact,,,,Delta,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Royal Victoria Yacht Club,Marina Contact,,,3475 Ripon Rd,Capital Regional District,British Columbia,V8R 6H1,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,https://www.rvyc.bc.ca/,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,https://www.rvyc.bc.ca/,Populated from Royal Victoria Yacht Club public address,medium
Royal Victoria Yacht Club - Tsehum Haven,Marina Contact,,,,Capital Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Rushbrook Harbour,Marina Contact,,,,Skeena-Queen Charlotte Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Sailor's Cove Marina,Marina Contact,,,,Capital Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Salmon Point RV Resort and Marina,Marina Contact,,,,Comox Valley Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Salt Spring Marina,Marina Contact,,,126 Upper Ganges Rd,Capital Regional District,British Columbia,V8K 2S2,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - enriched from web,No,30A / 50A,Yes,Yes,,,Yes,30/50 amp service listed.,https://www.predictwind.com/marinas/canada/british-columbia,,,medium,2026-05-21,https://saltspringmarina.com/,Populated from Salt Spring Marina public address,high
Sea Otter Lodge,Marina Contact,,,,Strathcona Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Secret Cove Marina and Anchorage,Marina Contact,,,5411 Secret Cove Rd,Sunshine Coast Regional District,British Columbia,V0N 1Y2,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,https://secretcovemarina.com/,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,https://secretcovemarina.com/,Populated from Secret Cove Marina public address,medium
Sewell’s Marina,Marina Contact,,,6409 Bay St,Metro Vancouver Regional District,British Columbia,V7W 2H1,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,https://sewellsmarina.com/,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,https://sewellsmarina.com/,Populated from Sewell's Marina public address,medium
Shawl Bay Marina,Marina Contact,,,,Shawl Bay,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
SHEARWATER MARINE RESORT,Marina Contact,,,,Central Coast Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - enriched from web,No,15A / 30A / 50A,Yes,Yes,Yes,,Yes,15/30/50 amp service listed.,https://www.predictwind.com/marinas/canada/british-columbia,,,medium,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Shelter Island Marina & Boatyard,Marina Contact,,,6911 Graybar Rd,Metro Vancouver Regional District,British Columbia,V6W 1H3,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,https://www.shelterislandmarina.com/,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,https://www.shelterislandmarina.com/,Populated from Shelter Island Marina public address,medium
Silva Bay Resort & Marina Ltd,Marina Contact,,,,Regional District of Nanaimo,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Skyline Marina,Marina Contact,,,,Richmond,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Sointula Harbour,Marina Contact,,,,Regional District of Mount Waddington,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Sooke Harbour Authority,Marina Contact,,,,Capital Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Sooke Harbour Marina,Marina Contact,,,,Capital Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Sooke Landing Marina,Marina Contact,,,6585 Goodmere Rd,Capital Regional District,British Columbia,V9Z 0X1,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,https://www.predictwind.com/marinas/canada/british-columbia,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,https://www.predictwind.com/marinas/canada/british-columbia,Populated from PredictWind BC marina directory,high
Sproat Lake Marina,Marina Contact,,,,Regional District of Alberni-Clayoquot,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Spruce Harbour Marina,Marina Contact,,,,Metro Vancouver Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Squamish Harbour Authority,Marina Contact,,,,Squamish-Lillooet Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Starlite Marina,Marina Contact,,,,Regional District of Okanagan-Similkameen,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Steveston Harbour Authority Gulf Sitek,Marina Contact,,,,Richmond,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
STEVESTON HARBOUR-Paramount Pond,Marina Contact,,,,Richmond,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Stones Marina,Marina Contact,,,,Regional District of Nanaimo,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Sunny Shores Resort & Marina Ltd,Marina Contact,,,,Capital Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Sunset Marina,Marina Contact,,,,Metro Vancouver Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Sunshine Beach PRIVATE Marina,Marina Contact,,,,Regional District of Nanaimo,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Sunshine Coast Resort Hotel & Marina,Marina Contact,,,,Sunshine Coast Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
Syd's Marina,Marina Contact,,,1220 S Dyke Rd,Delta,British Columbia,V3M 6T3,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,https://www.predictwind.com/marinas/canada/british-columbia,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,https://www.predictwind.com/marinas/canada/british-columbia,Populated from PredictWind BC marina directory,high
Telegraph Cove Resort,Marina Contact,,,1610 Telegraph Cove Rd,Regional District of Mount Waddington,British Columbia,V0N 3J0,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,https://telegraphcoveresort.com/,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,https://telegraphcoveresort.com/,Populated from Telegraph Cove Resort public address,medium
Telegraph Harbour Marina,Marina Contact,,,76 Marina Dr,Thetis Island,British Columbia,V0R 2Y0,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,https://telegraphharbour.com/,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,https://telegraphharbour.com/,Populated from Telegraph Harbour Marina public address,medium
Texada Boat Yard,Marina Contact,,,,Powell River Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
The Fisherman’s Landing and Lodge,Marina Contact,,,,Strathcona Regional District,British Columbia,,CA,-,new,marina_directory,,,,,,,,,,,,,,,,Sat Feb 28 2026 03:36:37 GMT+0000 (Coordinated Universal Time),marine,,,existing - not individually reverified,No,,,,,,,,,,Existing CRM row carried forward; not individually enriched in this first pass.,low,2026-05-21,,Not populated in this pass - needs manual web/phone verification,
