action,cms_account_id,name,legal_name,website,street_address,city,state_province,postal_zip,country,region,timezone,latitude,longitude,segment,marina_type,ownership_type,parent_company,slip_count,slip_mix,avg_boat_size_range,power_demand_intensity,seasonality,expansion_plans,expansion_notes,contact_name,contact_title,contact_email,contact_phone,contact_linkedin,tags,notes,lead_source
EXISTING,10758,Walkers Landing in,,,8296 Bates St,Harsens Island,Michigan,48028,US,,,,,Less than 100,,,,7,,,,,false,,,,,,,,,marina_directory
EXISTING,2693,Lansing Sailing Club in,,,6039 Lake Drive,Haslett,Michigan,48840,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,10562,E J Mertaugh Boat Works in,,,296 S Hessel Point Rd,Hessel,Michigan,49745,US,,,,,Less than 100,,,,10,,,,,false,,,,,,,,,marina_directory
EXISTING,9724,Hessel/Clark Twp. Marina in,,,S. Hessel Pt. Rd.,Hessel,Michigan,,US,,,,,Less than 100,,,,24,,,,,false,,,,,,,,,marina_directory
EXISTING,5758,Anchorage Marina in,,,1800 Ottawa Beach Road,Holland,Michigan,49424,US,,,,,100 to 300,,,,187,,,,,false,,,,,,,,,marina_directory
EXISTING,2518,Barney's Marina in,,,1653 South Shore Drive,Holland,Michigan,49423,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,2526,Lakewood Marine - CLOSED - in,,,561 Crescent Drive,Holland,Michigan,49423,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,7006,Parkside Marina - CLOSED - in,,,2314 Ottawa Beach Rd,Holland,Michigan,49424-2396,US,,,,,Less than 100,,,,96,,,,,false,,,,,,,,,marina_directory
EXISTING,4973,Yacht Basin Marina in,,,1862 Ottawa Beach Road,Holland,Michigan,49424,US,,,,,300 to 500,,,,370,,,,,false,,,,,,,,,marina_directory
EXISTING,2609,Markhams Marina in,,,49801 Canal Rd,Houghton,Michigan,49801,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,9930,Windigo in,,,800 East Lakeshore Drive,Houghton,Michigan,49931,US,,,,,Less than 100,,,,20,,,,,false,,,,,,,,,marina_directory
EXISTING,2589,West Shore Marina in,,,15 Whites Ct,Houghton Lake,Michigan,48629-0222,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,8031,Howe Marine in,,,3241 Nabanois Trail,Indian River,Michigan,49749,US,,,,,Less than 100,,,,60,,,,,false,,,,,,,,,marina_directory
EXISTING,7066,Indian River Marina in,,,3020 Apple Blossom Road,Indian River,Michigan,49749,US,,,,,Less than 100,,,,92,,,,,false,,,,,,,,,marina_directory
EXISTING,8030,Landings On Indian River in,,,4605 Beatty Dr,Indian River,Michigan,49749,US,,,,,Less than 100,,,,60,,,,,false,,,,,,,,,marina_directory
EXISTING,8790,Buoy Bay Marina in,,,,Ira Township,Michigan,,US,,,,,Less than 100,,,,42,,,,,false,,,,,,,,,marina_directory
EXISTING,2078,Windigo Ranger Ferry Station in,,,Thunder Bay,Isle Royale,Michigan,,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,10875,Wolf Lake Yacht Club in,,,357 Highland Drive,Jackson,Michigan,49201,US,,,,,Less than 100,,,,5,,,,,false,,,,,,,,,marina_directory
EXISTING,10558,L'Anse Municipal Marina in,,,FRONT ST,L'Anse,Michigan,49946,US,,,,,Less than 100,,,,10,,,,,false,,,,,,,,,marina_directory
EXISTING,7848,Lighthouse Marine LLC in,,,5800 S Otter Creek Rd,La Salle,Michigan,48145,US,,,,,Less than 100,,,,65,,,,,false,,,,,,,,,marina_directory
EXISTING,2573,North Cape Yacht Club in,,,11850 Toledo Beach Dr,La Salle,Michigan,48145,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,2532,Otter Creek Marina in,,,6305 Lakeview Ave,La Salle,Michigan,48145,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,4805,Safe Harbor Toledo Beach in,,,11840 Toledo Beach Rd,La Salle,Michigan,48145,US,,,,,500 to 700,,,,550,,,,,false,,,,,,,,,marina_directory
EXISTING,2696,Orion Marine Service in,,,10 S Park Blvd,Lake Orion,Michigan,48362,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,7939,Leland Township Marina in,,,107 N Lake St,Leland,Michigan,49654,US,,,,,Less than 100,,,,63,,,,,false,,,,,,,,,marina_directory
EXISTING,2692,Leland Yacht Club in,,,1221 Juniper Trail,Leland,Michigan,49654,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,7795,Twin Lakes Marina in,,,2460 Fleming Road,Lewiston,Michigan,49756,US,,,,,Less than 100,,,,67,,,,,false,,,,,,,,,marina_directory
EXISTING,7453,Lexington Marina in,,,7410 Huron Ave,Lexington,Michigan,48079,US,,,,,Less than 100,,,,77,,,,,false,,,,,,,,,marina_directory
EXISTING,203,Lexington State Harbor in,,,7411 Huron Bay Blvd,Lexington,Michigan,48450-8805,US,,,,,100 to 300,,,,108,,,,,false,,,,,,,,,marina_directory
EXISTING,5237,Linwood Beach Marina & Campgrounds in,,,135 S Linwood Rd,Linwood,Michigan,48634,US,,,,,100 to 300,,,,266,,,,,false,,,,,,,,,marina_directory
EXISTING,2561,Abrahamson's Marina - CLOSED - in,,,820 First St,Ludington,Michigan,49431,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,2676,Barnhart's Store and Marina in,,,6006 Barnhart Rd.,Ludington,Michigan,49431,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,2564,Crosswinds Marina in,,,90 Harbor Dr,Ludington,Michigan,49431,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,5864,Harbor View Marina in,,,400 South Rath Ave,Ludington,Michigan,49431-2053,US,,,,,100 to 300,,,,175,,,,,false,,,,,,,,,marina_directory
EXISTING,9377,Lake Street Marina in,,,800 S Washington,Ludington,Michigan,49431,US,,,,,Less than 100,,,,30,,,,,false,,,,,,,,,marina_directory
EXISTING,5865,Ludington Municipal Marina in,,,200 South William Street,Ludington,Michigan,49431,US,,,,,100 to 300,,,,175,,,,,false,,,,,,,,,marina_directory
EXISTING,8672,Ludington Yacht Club in,,,306 W 2nd St,Ludington,Michigan,49431,US,,,,,Less than 100,,,,45,,,,,false,,,,,,,,,marina_directory
EXISTING,8913,Pere Pointe Marina in,,,360 Lakeside Dr,Ludington,Michigan,49431,US,,,,,Less than 100,,,,40,,,,,false,,,,,,,,,marina_directory
EXISTING,9373,Ray's Marina in,,,801 S Washington Ave,Ludington,Michigan,49431-2595,US,,,,,Less than 100,,,,30,,,,,false,,,,,,,,,marina_directory
EXISTING,8731,Star Port Marina in,,,846 South Lakeshore,Ludington,Michigan,49431,US,,,,,Less than 100,,,,44,,,,,false,,,,,,,,,marina_directory
EXISTING,2621,Tamarac Sport Dock in,,,105 Water St,Ludington,Michigan,,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,2623,Thompson Marina in,,,510 1/2 Lake St,Ludington,Michigan,49431,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,4927,Luna Pier Harbor Club in,,,10420 S Harold Dr,Luna Pier,Michigan,48157,US,,,,,300 to 500,,,,400,,,,,false,,,,,,,,,marina_directory
EXISTING,2603,Hartshorn Municipal Marina Small Boat Basin in,,,920 W WESTERN AVE,MUSKEGON,Michigan,49441,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,5092,Eldean Shipyard in,,,2223 South Shore Drive,Macatawa,Michigan,49434,US,,,,,300 to 500,,,,305,,,,,false,,,,,,,,,marina_directory
EXISTING,7516,Macatawa Bay Yacht Club in,,,2157 South Shore Drive,Macatawa,Michigan,49434,US,,,,,Less than 100,,,,75,,,,,false,,,,,,,,,marina_directory
EXISTING,2628,Mackinac Island State Dock in,,,Huron St,Mackinac Island,Michigan,49757,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,2632,Union Terminals Fuel Dock in,,,,Mackinac Island,Michigan,49757,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,370,Mackinaw City Municipal Marina Ramp in,,,107 S. Huron,Mackinaw City,Michigan,49701,US,,,,,100 to 300,,,,104,,,,,false,,,,,,,,,marina_directory
EXISTING,369,Mackinaw City Municipal Marina in,,,107 S Huron Ave,Mackinaw City,Michigan,49701,US,,,,,100 to 300,,,,104,,,,,false,,,,,,,,,marina_directory
EXISTING,6355,Straits State Harbor in,,,,Mackinaw City,Michigan,49701,US,,,,,100 to 300,,,,136,,,,,false,,,,,,,,,marina_directory
EXISTING,2524,Harbor Village Marina in,,,100 Marina Drive,Manistee,Michigan,49660,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,398,Insta Launch Campground & Marina in,,,20 Park Ave,Manistee,Michigan,49660,US,,,,,100 to 300,,,,102,,,,,false,,,,,,,,,marina_directory
EXISTING,10386,Manistee Inn & Marina in,,,378 River St,Manistee,Michigan,49660,US,,,,,Less than 100,,,,13,,,,,false,,,,,,,,,marina_directory
EXISTING,9082,Manistee Municipal Marina in,,,480 River Street,Manistee,Michigan,49660,US,,,,,Less than 100,,,,37,,,,,false,,,,,,,,,marina_directory
EXISTING,2520,Moonlite Motel and Marina in,,,"111 Arthur Street, US 31",Manistee,Michigan,49660,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,2537,Pier 31 Marina and Campground in,,,267 Arthur Street,Manistee,Michigan,49660,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,9719,Riverside Motel & Marina in,,,520 Water Street,Manistee,Michigan,49660-1532,US,,,,,Less than 100,,,,24,,,,,false,,,,,,,,,marina_directory
EXISTING,7115,Seng's Marina in,,,47 Lake Street,Manistee,Michigan,49660,US,,,,,Less than 100,,,,90,,,,,false,,,,,,,,,marina_directory
EXISTING,8786,Shipwatch Marina in,,,297 6th Ave,Manistee,Michigan,49660-1348,US,,,,,Less than 100,,,,42,,,,,false,,,,,,,,,marina_directory
EXISTING,9809,Manistique Municipal Marina in,,,300 Maple St,Manistique,Michigan,49854,US,,,,,Less than 100,,,,22,,,,,false,,,,,,,,,marina_directory
EXISTING,2629,Northern Escape Marina in,,,Traders Point Dr,Manistique,Michigan,49854,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,10563,Devils Lake Yacht Club in,,,2097 Marsh Drive,Manitou Beach,Michigan,49253,US,,,,,Less than 100,,,,10,,,,,false,,,,,,,,,marina_directory
EXISTING,8433,Bowers Harbor Yacht Club in,,,14039 Peninsula Dr.,Mapleton,Michigan,49686,US,,,,,Less than 100,,,,50,,,,,false,,,,,,,,,marina_directory
EXISTING,10556,Belle River Marine in,,,1215 S Belle River Ave,Marine City,Michigan,48039,US,,,,,Less than 100,,,,10,,,,,false,,,,,,,,,marina_directory
EXISTING,9720,Marine City Marina in,,,,Marine City,Michigan,48039,US,,,,,Less than 100,,,,24,,,,,false,,,,,,,,,marina_directory
EXISTING,415,Cinder Pond Marina in,,,Lakeshore Blvd,Marquette,Michigan,49855,US,,,,,100 to 300,,,,101,,,,,false,,,,,,,,,marina_directory
EXISTING,2615,Marquette Dock Association in,,,,Marquette,Michigan,49855,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,2614,Marquette Fish Producers Association in,,,,Marquette,Michigan,49855,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,8127,Presque Isle Marina in,,,,Marquette,Michigan,49855,US,,,,,Less than 100,,,,59,,,,,false,,,,,,,,,marina_directory
EXISTING,2610,Marquette Yacht Club in,,,Lakeshore Blvd,"Marquette,",Michigan,49855,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,6536,Cedar River State Harbor in,,,Wells State Park,Menominee,Michigan,59858,US,,,,,100 to 300,,,,122,,,,,false,,,,,,,,,marina_directory
EXISTING,5219,Menominee Marina in,,,920 Doyle Drive,Menominee,Michigan,49858,US,,,,,100 to 300,,,,272,,,,,false,,,,,,,,,marina_directory
EXISTING,2516,Mystery Ship Marina & Museum in,,,River Park,Menominee,Michigan,49858,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,2567,Hammond Bay Refuge Harbor in,,,24025 US Highway 23 N,Millersburg,Michigan,49759-9498,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,2613,King Copper Motel in,,,445 Brockway,Mohawk,Michigan,49950,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,6977,Detroit Beach Boat Club in,,,3028 Harbor View Dr,Monroe,Michigan,48161,US,,,,,Less than 100,,,,98,,,,,false,,,,,,,,,marina_directory
EXISTING,10179,Flying Eagle Marina in,,,13975 Lake Drive,Monroe,Michigan,48161,US,,,,,Less than 100,,,,16,,,,,false,,,,,,,,,marina_directory
EXISTING,2523,Harbor Marina in,,,13930 Bridge Dr,Monroe,Michigan,48161,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,2646,LaPlaisance Creek Marina in,,,13931 Bridge Dr,Monroe,Michigan,48161,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,2530,Monroe Boat Club Inc in,,,7932 Bolles Harbor Rd,Monroe,Michigan,48161,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,2599,OPMBC & Marina in,,,7932 Harbor Rd.,Monroe,Michigan,4811,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,7236,River Raisin Marina and Campground in,,,2502 East Elm Ave,Monroe,Michigan,48162313,US,,,,,Less than 100,,,,85,,,,,false,,,,,,,,,marina_directory
EXISTING,2579,Roe's Riverside Bait & Tackle in,,,1509 E Front St,Monroe,Michigan,48161-1965,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,2572,Swalm's Monroe Marina in,,,6647 Laplaisance Rd,Monroe,Michigan,48161,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,7007,Trout's Yacht Basin in,,,7970 Bolles Harbor Dr,Monroe,Michigan,48161,US,,,,,Less than 100,,,,96,,,,,false,,,,,,,,,marina_directory
EXISTING,6334,Wind Rose Rack & Launch Marina in,,,1560 East Elm Ave,Monroe,Michigan,48162,US,,,,,100 to 300,,,,138,,,,,false,,,,,,,,,marina_directory
EXISTING,5881,Ellenwood Landing in,,,8560 Ellenwood Dr,Montague,Michigan,49437,US,,,,,100 to 300,,,,174,,,,,false,,,,,,,,,marina_directory
EXISTING,7358,Maple Beach Yacht Club/Montague Marina in,,,4770 Goodrich St,Montague,Michigan,49437,US,,,,,Less than 100,,,,80,,,,,false,,,,,,,,,marina_directory
EXISTING,2665,Mt Clemens Marine in,,,101 Michigan St,Mt Clemens,Michigan,48043,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,2647,Mt Clemens Municipal Marina in,,,126 Northbound Gratiot Ave,Mt Clemens,Michigan,48043,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,7357,Selfridge Boat Marina in,,,Building 903,Mt Clemens,Michigan,48043,US,,,,,Less than 100,,,,80,,,,,false,,,,,,,,,marina_directory
EXISTING,9722,Bayshore Marina in,,,355 Elm Ave,Munising,Michigan,49862,US,,,,,Less than 100,,,,24,,,,,false,,,,,,,,,marina_directory
EXISTING,2619,Shipwreck Tours in,,,1204 Commercial St.,Munising,Michigan,49862,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,2622,The Fish House in,,,,Munising,Michigan,49862,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,2617,Seaberg Pontoon Rental in,,,1330 Commercial St,"Munising,",Michigan,,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,5193,Adelaide Pointe Marina in,,,1204 W Western Ave,Muskegon,Michigan,49441,US,,,,,100 to 300,,,,280,,,,,false,,,,,,,,,marina_directory
EXISTING,9923,Anchor Marina in,,,2437 Memorial Dr,Muskegon,Michigan,49445,US,,,,,Less than 100,,,,20,,,,,false,,,,,,,,,marina_directory
EXISTING,8673,Balcom Marina in,,,2964 Lakeshore Drive,Muskegon,Michigan,,US,,,,,Less than 100,,,,45,,,,,false,,,,,,,,,marina_directory
EXISTING,6571,Bluffton Bay Marina in,,,3036 Lakeshore Drive,Muskegon,Michigan,49441,US,,,,,100 to 300,,,,120,,,,,false,,,,,,,,,marina_directory
EXISTING,6634,Budd's North Shore Marina in,,,2975 Memorial Dr,Muskegon,Michigan,49445,US,,,,,100 to 300,,,,118,,,,,false,,,,,,,,,marina_directory
EXISTING,2678,Dockers Fish House in,,,3505 Marina View Point,Muskegon,Michigan,49442,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,5367,Harbour Towne Marina in,,,3429 Fulton Ave,Muskegon,Michigan,49441-1025,US,,,,,100 to 300,,,,242,,,,,false,,,,,,,,,marina_directory
EXISTING,6335,Hartshorn Municipal Marina in,,,920 W. Western Ave.,Muskegon,Michigan,49442,US,,,,,100 to 300,,,,138,,,,,false,,,,,,,,,marina_directory
EXISTING,7912,Lakeshore Yacht Harbour in,,,1200 Lakeshore Dr,Muskegon,Michigan,49441,US,,,,,Less than 100,,,,64,,,,,false,,,,,,,,,marina_directory
EXISTING,2679,Muskegon Yacht Club in,,,3198 Edgewater,Muskegon,Michigan,49441,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,5225,Safe Harbor Great Lakes in,,,1920 Lakeshore Drive,Muskegon,Michigan,49441,US,,,,,100 to 300,,,,270,,,,,false,,,,,,,,,marina_directory
EXISTING,6683,Terrace Point Marina in,,,770 Terrace Point Road,Muskegon,Michigan,49440,US,,,,,100 to 300,,,,114,,,,,false,,,,,,,,,marina_directory
EXISTING,6747,Torresen Marine Inc in,,,3003 Lakeshore Dr,Muskegon,Michigan,49441-1198,US,,,,,100 to 300,,,,110,,,,,false,,,,,,,,,marina_directory
EXISTING,2636,Jefferson Ave Marina in,,,49239-49101 Jefferson Ave,New Baltimore,Michigan,48047,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,8910,Jefferson North Marina/ L & M Marine in,,,49090 Jefferson Ave,New Baltimore,Michigan,48047,US,,,,,Less than 100,,,,40,,,,,false,,,,,,,,,marina_directory
EXISTING,2554,New Buffalo Harbor Landing Marina in,,,100 West Water Street,New Buffalo,Michigan,49117,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,5806,Oselka Marina in,,,514 W Water St,New Buffalo,Michigan,49117,US,,,,,100 to 300,,,,180,,,,,false,,,,,,,,,marina_directory
EXISTING,5006,Brest Bay Marina in,,,4088 Brest Rd,Newport,Michigan,48166,US,,,,,300 to 500,,,,350,,,,,false,,,,,,,,,marina_directory
EXISTING,6486,Swan Boat Club in,,,6332 Brancheau Rd,Newport,Michigan,48166,US,,,,,100 to 300,,,,125,,,,,false,,,,,,,,,marina_directory
EXISTING,2540,Swan Yacht Basin in,,,5898 Trombley Road,Newport,Michigan,48166,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,2677,Muskegon Conservation Club Marina in,,,1921 Lake Avenue,North Muskegon,Michigan,49445,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,2600,Pointe Marina Inc in,,,350 Cihak Rd,North Muskegon,Michigan,49445,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,6367,G. Marsten Dame Marina in,,,105 N Rose St,Northport,Michigan,49670,US,,,,,100 to 300,,,,135,,,,,false,,,,,,,,,marina_directory
EXISTING,2640,Gull Island Marine Inc. in,,,10810 N Shore Dr,Northport,Michigan,49670,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,10560,Northport Bay Boat Yard in,,,10824 N Shore Dr,Northport,Michigan,49670,US,,,,,Less than 100,,,,10,,,,,false,,,,,,,,,marina_directory
EXISTING,9379,Windjammer Marina in,,,7 3520 US-31 North,Oden,Michigan,,US,,,,,Less than 100,,,,30,,,,,false,,,,,,,,,marina_directory
EXISTING,9810,Ahgosatown Landing Marina and RV in,,,6490 N. West Bay Shore Drive,Omena,Michigan,49674,US,,,,,Less than 100,,,,22,,,,,false,,,,,,,,,marina_directory
EXISTING,2641,Omena Harbor Bar & Marina in,,,5019 NW Bayshore Dr,Omena,Michigan,,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,11032,Coho Center Resort in,,,8175 Portage St,Onekama,Michigan,49675,US,,,,,Less than 100,,,,2,,,,,false,,,,,,,,,marina_directory
EXISTING,5999,Onekama Marine Yard I in,,,4378 Crescent Beach Rd,Onekama,Michigan,49675,US,,,,,100 to 300,,,,160,,,,,false,,,,,,,,,marina_directory
EXISTING,9552,Onekama Marine Yard ll in,,,8131 Mill St,Onekama,Michigan,49675-0210,US,,,,,Less than 100,,,,27,,,,,false,,,,,,,,,marina_directory
EXISTING,8216,Portage Lake Marina in,,,5147 Main Street,Onekama,Michigan,49675,US,,,,,Less than 100,,,,55,,,,,false,,,,,,,,,marina_directory
EXISTING,2601,The Boat House - Portage Lake in,,,4472 Crescent Beach Rd,Onekama,Michigan,49675,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,9491,Ontonagon Marina in,,,,Ontonagon,Michigan,49953,US,,,,,Less than 100,,,,29,,,,,false,,,,,,,,,marina_directory
EXISTING,2694,Pontiac Yacht Club in,,,3270 Wards Point Drive,Orchard Lake Village,Michigan,48324,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,341,Dave's Ausable Marina in,,,440 S State St,Oscoda,Michigan,48750,US,,,,,100 to 300,,,,105,,,,,false,,,,,,,,,marina_directory
EXISTING,4659,Main Pier Marina in,,,4498 N US 23,Oscoda,Michigan,48750,US,,,,,100 to 300,,,,125,,,,,false,,,,,,,,,marina_directory
EXISTING,2531,Oscoda Yacht Club in,,,430 South State Street,Oscoda,Michigan,48750,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,2574,North Channel Marina Inc in,,,5981 Pointe Tremble,Pearl Beach,Michigan,48052,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,8909,Charlies Marine Service & Repair in,,,240 6th St,Pentwater,Michigan,49449-9501,US,,,,,Less than 100,,,,40,,,,,false,,,,,,,,,marina_directory
EXISTING,8760,Pentwater Municipal Marina in,,,500 Hancock Street,Pentwater,Michigan,49449,US,,,,,Less than 100,,,,43,,,,,false,,,,,,,,,marina_directory
EXISTING,2558,Pentwater Pointe Marina in,,,1 E Lake St,Pentwater,Michigan,49449,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,10342,Pentwater Yacht Club in,,,205 S Dover St,Pentwater,Michigan,49449,US,,,,,Less than 100,,,,14,,,,,false,,,,,,,,,marina_directory
EXISTING,8265,Snug Harbor Marina in,,,616 S Hancock St Box 756,Pentwater,Michigan,49449,US,,,,,Less than 100,,,,54,,,,,false,,,,,,,,,marina_directory
EXISTING,9926,Pequaming Marina in,,,,Pequaming,Michigan,49908,US,,,,,Less than 100,,,,20,,,,,false,,,,,,,,,marina_directory
EXISTING,10387,Arthur Duhamel Marina in,,,2605 N West Bayshore Dr,Peshawbestown,Michigan,49683,US,,,,,Less than 100,,,,13,,,,,false,,,,,,,,,marina_directory
EXISTING,9158,Bear Cove Marina in,,,3039 St Louis Club Rd,Petoskey,Michigan,49770,US,,,,,Less than 100,,,,35,,,,,false,,,,,,,,,marina_directory
EXISTING,6259,Petoskey Municipal Marina in,,,101 East Lake Street,Petoskey,Michigan,49770,US,,,,,100 to 300,,,,144,,,,,false,,,,,,,,,marina_directory
EXISTING,2643,Portage Lake Yacht Club in,,,8955 Dexter Pinckney Rd,Pinckney,Michigan,48169,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,10344,Gambill's Landing in,,,2440 Gilman Dr,Pinconning,Michigan,48650,US,,,,,Less than 100,,,,14,,,,,false,,,,,,,,,marina_directory
EXISTING,2669,Genow's Marina and Boat Rental in,,,3752 N 2 Mile Rd,Pinconning,Michigan,48650,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,8908,Chuck's Marine in,,,PO Box 272,Port Austin,Michigan,48467-0272,US,,,,,Less than 100,,,,40,,,,,false,,,,,,,,,marina_directory
EXISTING,2670,Harbor Marina in,,,3379 Pointe Aux Barques Rd,Port Austin,Michigan,48467,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,7595,Port Austin State Harbor in,,,8787 Lake St,Port Austin,Michigan,48467,US,,,,,Less than 100,,,,74,,,,,false,,,,,,,,,marina_directory
EXISTING,9933,Black River Landing in,,,1913 Riverside Drive,Port Huron,Michigan,,US,,,,,Less than 100,,,,20,,,,,false,,,,,,,,,marina_directory
EXISTING,5389,Bridge Harbour Marina in,,,2200 Water St,Port Huron,Michigan,48060-2428,US,,,,,100 to 300,,,,240,,,,,false,,,,,,,,,marina_directory
EXISTING,6421,Desmond Marine in,,,207 Water St,Port Huron,Michigan,48060-5428,US,,,,,100 to 300,,,,130,,,,,false,,,,,,,,,marina_directory
EXISTING,9931,Fort Street Docks in,,,329 Quay St,Port Huron,Michigan,48060,US,,,,,Less than 100,,,,20,,,,,false,,,,,,,,,marina_directory
EXISTING,2533,Party Time Marina - CLOSED - in,,,1913 Riverside Drive,Port Huron,Michigan,48060,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,5023,Port Huron Municipal Marina in,,,2021 Water St,Port Huron,Michigan,48060,US,,,,,300 to 500,,,,344,,,,,false,,,,,,,,,marina_directory
EXISTING,7355,Port Huron Yacht Club in,,,212 Quay Street,Port Huron,Michigan,48060,US,,,,,Less than 100,,,,80,,,,,false,,,,,,,,,marina_directory
EXISTING,6422,River Street Docks in,,,525 River St,Port Huron,Michigan,48060,US,,,,,100 to 300,,,,130,,,,,false,,,,,,,,,marina_directory
EXISTING,7029,Southside Docks in,,,615 Water St,Port Huron,Michigan,48060,US,,,,,Less than 100,,,,95,,,,,false,,,,,,,,,marina_directory
EXISTING,396,Port Sanilac Marina in,,,7365 Cedar Street,Port Sanilac,Michigan,48469,US,,,,,100 to 300,,,,102,,,,,false,,,,,,,,,marina_directory
EXISTING,7913,Port Sanilac Municipal Harbor  in,,,7376 Main St.,Port Sanilac,Michigan,48469,US,,,,,Less than 100,,,,64,,,,,false,,,,,,,,,marina_directory
EXISTING,2673,Sand Bay Marina in,,,14313 E Highway 638,Presque,Michigan,49777-8473,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,2575,Presque Isle Harbor Marina in,,,5462 E Grand Lake Rd,Presque Isle,Michigan,49777,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,2691,Gull Lake Yacht and Country Club in,,,9725 WEST GULL LAKE DRIVE,RICHLAND,Michigan,49803,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,2688,Luhrs Landing Marina in,,,13707 Torch River Road,Rapid City,Michigan,49676,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
EXISTING,6466,Torch River Marine in,,,12906 Cherry Ave,Rapid City,Michigan,49676,US,,,,,100 to 300,,,,126,,,,,false,,,,,,,,,marina_directory
EXISTING,2521,Great Lake Steel Boat Club in,,,530 E Great Lakes Street,River Rouge,Michigan,48218,US,,,,,marina,,,,,,,,,false,,,,,,,,,marina_directory
